"Honorific.Title","First.Name","Last.Name","Constituency","Province...Territory","Political.Affiliation","Start.Date","End.Date","DirectWebPage","MP_at","Rols","Email","Website","HillOfficeAddressInfo","HillOfficePhoneFaxInfo","MainOfficeAddressInfo","MainOfficePhoneFaxInfo"
"","Jamie","Schmale","Haliburton—Kawartha Lakes—Brock","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/jamie-schmale(88770)","Haliburton—Kawartha Lakes—Brock, Ontario
","
                INANStanding Committee on Indigenous and Northern Affairs
            
    ","jamie.schmale@parl.gc.ca","http://jamieschmale.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2474
                    Fax: 613-996-9656
                ","
                    Main office -  Lindsay 
                    68 McLaughlin Road 
                    Lindsay, Ontario 
                    K9V 6B5 ","
                    Telephone:  705-324-2400 
Fax:  705-324-0880 "
"","Kyle","Seeback","Dufferin—Caledon","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/kyle-seeback(58841)","Dufferin—Caledon, Ontario
","
                CIITStanding Committee on International Trade
            
    ","Kyle.Seeback@parl.gc.ca","http://www.kyleseeback.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-7813
                    Fax: 613-992-9789
                ","
                    Main office -  Orangeville 
                    229 Broadway 
Unit #2 
                    Orangeville, Ontario 
                    L9W 1K4 ","
                    Telephone:  519-941-1832 
Fax:  519-941-8660 "
"","Marc","Serré","Nickel Belt","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/marc-g-serre(88874)","Nickel Belt, Ontario
","Parliamentary Secretary to the Minister of Energy and Natural Resources and to the Minister of Official Languages
                        Member of the Joint Interparliamentary Council
","marc.serre@parl.gc.ca","http://marcserre.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-9107
                    Fax: 613-995-9109
                ","
                    Main office -  Val Caron 
                    2914 Highway 69 North 
Unit 5 
                    Val Caron, Ontario 
                    P3N 1E3 ","
                    Telephone:  705-897-2222 
Fax:  705-897-2223 "
"Hon.","Judy A.","Sgro","Humber River—Black Creek","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/judy-a-sgro(1787)","Humber River—Black Creek, Ontario
","
                LIAILiaison Committee
            
            
                SBLISubcommittee on Committee Budgets of the Liaison Committee
            
            
                CIITStanding Committee on International Trade
            
            
                SCIISubcommittee on Agenda and Procedure of the Standing Committee on International Trade
            
    ","judy.sgro@parl.gc.ca","http://judysgro.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-7774
                    Fax: 613-947-8319
                ","
                    Main office -  Toronto 
                    2201 Finch Avenue West 
Suite 25 
                    Toronto, Ontario 
                    M9M 2Y9 ","
                    Telephone:  416-744-1882 
Fax:  416-952-1696 "
"","Brenda","Shanahan","Châteauguay—Lacolle","Quebec","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/brenda-shanahan(88442)","Châteauguay—Lacolle, Quebec
","Caucus Chair
","brenda.shanahan@parl.gc.ca","http://brendashanahan.libparl.ca/?lang=en","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-7265
                    Fax: 613-996-9287
                ","
                    Main office -  Châteauguay 
                    253 D'Anjou Blvd 
                    Châteauguay, Quebec 
                    J6J 2R4 ","
                    Telephone:  450-691-7044 
Fax:  450-691-3114 "
"","Terry","Sheehan","Sault Ste. Marie","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/terry-sheehan(88944)","Sault Ste. Marie, Ontario
","Parliamentary Secretary to the Minister of Labour and Seniors
","terry.sheehan@parl.gc.ca","http://terrysheehan.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-9723
                    Fax: 613-992-1954
                ","
                    Main office -  Sault Ste Marie 
                    369 Queen Street East 
Suite 102 
                    Sault Ste Marie, Ontario 
                    P6A 1Z4 ","
                    Telephone:  705-941-2900 
Fax:  705-941-2903 "
"","Martin","Shields","Bow River","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/martin-shields(89109)","Bow River, Alberta
","
                CHPCStanding Committee on Canadian Heritage
            
    ","martin.shields@parl.gc.ca","http://www.martinshieldsbowriver.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0761
                    Fax: 613-992-0768
                ","
                    Main office -  Strathmore 
                    205A 3rd Ave 
PO Box 2070 
                    Strathmore, Alberta 
                    T1P 1K1 ","
                    Telephone:  403-361-2980 
Fax:  403-361-2989 
Toll Free Number: 1-844-241-0020 "
"","Doug","Shipley","Barrie—Springwater—Oro-Medonte","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/doug-shipley(105031)","Barrie—Springwater—Oro-Medonte, Ontario
","
                SECUStanding Committee on Public Safety and National Security
            
    ","Doug.Shipley@parl.gc.ca","http://www.dougshipleymp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0718
                    Fax: 613-992-0745
                ","
                    Main office -  Barrie 
                    48 Alliance Blvd 
Suite 104 
                    Barrie, Ontario 
                    L4M 5K3 ","
                    Telephone:  705-728-2596 
Fax:  705-728-9465 "
"","Maninder","Sidhu","Brampton East","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/maninder-sidhu(105045)","Brampton East, Ontario
","Parliamentary Secretary to the Minister of Export Promotion, International Trade and Economic Development
","Maninder.Sidhu@parl.gc.ca","http://manindersidhu.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0769
                    Fax: 613-992-0777
                ","
                    Main office -  Brampton 
                    1 Gateway Blvd 
Suite 204 
                    Brampton, Ontario 
                    L6T 0G3 ","
                    Telephone:  905-458-1474 
Fax:  905-458-8615 "
"","Sonia","Sidhu","Brampton South","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/sonia-sidhu(88703)","Brampton South, Ontario
","
                FEWOStanding Committee on the Status of Women
            
    ","sonia.sidhu@parl.gc.ca","http://soniasidhu.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-5381
                    Fax: 613-995-6796
                ","
                    Main office -  Brampton 
                    Riverview Commons - 5 Montpelier Street 
Unit A-213/A-214 
                    Brampton, Ontario 
                    L6Y 6H4 ","
                    Telephone:  905-846-0076 
Fax:  905-846-3901 "
"","Mario","Simard","Jonquière","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/mario-simard(104773)","Jonquière, Quebec
","
                RNNRStanding Committee on Natural Resources
            
    ","Mario.Simard@parl.gc.ca","http://mariosimard.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-8425
                    Fax: 613-947-2748
                ","
                    Main office -  Jonquiere 
                    1930 Davis Street 
                    Jonquiere, Quebec 
                    G7S 3B6 ","
                    Telephone:  418-695-4477 
Fax:  418-695-4467 "
"","Nathalie","Sinclair-Desgagné","Terrebonne","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/nathalie-sinclair-desgagne(110300)","Terrebonne, Quebec
","
                PACPStanding Committee on Public Accounts
            
    ","nathalie.sinclair-desgagne@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-947-4788
                    Fax: 613-947-4879
                ","
                    Main office -  Terrebonne 
                    730-732 St. Louis Street 
                    Terrebonne, Quebec 
                    J6W 1J6 ","
                    Telephone:  450-964-9417 
Fax:  450-964-1234 "
"","Jagmeet","Singh","Burnaby South","British Columbia","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/jagmeet-singh(71588)","Burnaby South, British Columbia
","Leader of the New Democratic Party
","Jagmeet.Singh@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-5597
                    Fax: 613-947-0868
                ","
                    Main office -  Burnaby 
                    4940 Kingsway 
                    Burnaby, British Columbia 
                    V5H 2E2 ","
                    Telephone:  604-291-8863 
Fax:  604-666-0727 "
"","Clifford","Small","Coast of Bays—Central—Notre Dame","Newfoundland and Labrador","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/clifford-small(109867)","Coast of Bays—Central—Notre Dame, Newfoundland and Labrador
","
                FOPOStanding Committee on Fisheries and Oceans
            
    ","clifford.small@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-3935
                    Fax: 613-996-7622
                ","
                     Gander 
                    61 Elizabeth Drive 
                    Gander, Newfoundland and Labrador 
                    A1V 1G4 ","
                    Telephone:  709-256-3130 
Fax:  709-256-3169 "
"","Francesco","Sorbara","Vaughan—Woodbridge","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/francesco-sorbara(88999)","Vaughan—Woodbridge, Ontario
","
                INDUStanding Committee on Industry and Technology
            
            
                RNNRStanding Committee on Natural Resources
            
            
                SRNNSubcommittee on Agenda and Procedure of the Standing Committee on Natural Resources
            
    ","francesco.sorbara@parl.gc.ca","http://francescosorbara.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-4971
                    Fax: 613-996-4973
                ","
                    Main office -  Woodbridge 
                    8633 Weston Road 
Suite 6A 
                    Woodbridge, Ontario 
                    L4L 9R6 ","
                    Telephone:  905-264-6446 
Fax:  905-264-8637 "
"","Gerald","Soroka","Yellowhead","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/gerald-soroka(105751)","Yellowhead, Alberta
","
                SRSRStanding Committee on Science and Research
            
    ","Gerald.Soroka@parl.gc.ca","http://geraldsorokamp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1653
                    Fax: 613-992-3459
                ","
                    Main office -  Edson 
                    119 - 50th Street 
                    Edson, Alberta 
                    T7E 1V9 ","
                    Telephone:  780-723-6068 
Fax:  780-723-5060 "
"","Charles","Sousa","Mississauga—Lakeshore","Ontario","Liberal","2022-12-12 12:00:00 AM",NA,"/members/en/charles-sousa(114349)","Mississauga—Lakeshore, Ontario
","Parliamentary Secretary to the Minister of Public Services and Procurement
","charles.sousa@parl.gc.ca","http://charlessousa.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4848
                    Fax: 613-996-3267
                ","
                    Main office -  Mississauga 
                    1077 North Service Road 
Suite 30 
                    Mississauga, Ontario 
                    L4Y 1A6 ","
                    Telephone:  905-273-8033 
Fax:  905-273-5040 "
"","Warren","Steinley","Regina—Lewvan","Saskatchewan","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/warren-steinley(105581)","Regina—Lewvan, Saskatchewan
","
                AGRIStanding Committee on Agriculture and Agri-Food
            
    ","Warren.Steinley@parl.gc.ca","http://warrensteinley.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-9115
                    Fax: 613-992-0131
                ","
                    Main office -  Regina 
                    6845 Rochdale Boulevard 
                    Regina, Saskatchewan 
                    S4X 2Z2 ","
                    Telephone:  306-790-4747 "
"","Gabriel","Ste-Marie","Joliette","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/gabriel-ste-marie(88485)","Joliette, Quebec
","
                FINAStanding Committee on Finance
            
    ","gabriel.ste-marie@parl.gc.ca","http://gabrielstemarie.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-6910
                    Fax: 613-995-2818
                ","
                    Main office -  Joliette 
                    120 Place Bourget North 
                    Joliette, Quebec 
                    J6E 5E5 ","
                    Telephone:  450-752-1940 
Fax:  450-752-1719 "
"","Jake","Stewart","Miramichi—Grand Lake","New Brunswick","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/jake-stewart(109951)","Miramichi—Grand Lake, New Brunswick
","
                PACPStanding Committee on Public Accounts
            
            
                BILIStanding Joint Committee on the Library of Parliament
            
    ","jake.stewart@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-5335
                    Fax: 613-996-8418
                ","
                    Main office -  Miramichi 
                    A-2278 King George Hwy 
                    Miramichi, New Brunswick 
                    E1V 6N6 ","
                    Telephone:  506-778-8448 
Fax:  506-778-8150 "
"Hon.","Pascale","St-Onge","Brome—Missisquoi","Quebec","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/pascale-st-onge(110044)","Brome—Missisquoi, Quebec
","Minister of Canadian Heritage
","pascale.st-onge@parl.gc.ca","http://pascalestonge.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-947-8185
                    Fax: 613-947-8188
                ","
                    Main office -  Cowansville 
                    301-145 Rue de Sherbrooke 
                    Cowansville, Quebec 
                    J2K 5E7 ","
                    Telephone:  450-263-5026 
Fax:  819-868-5609 
Toll Free Number: 1-866-683-5538 "
"","Mark","Strahl","Chilliwack—Hope","British Columbia","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/mark-strahl(71986)","Chilliwack—Hope, British Columbia
","
                TRANStanding Committee on Transport, Infrastructure and Communities
            
    ","Mark.Strahl@parl.gc.ca","http://www.markstrahl.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2940
                    Fax: 613-944-9376
                ","
                    Main office -  Chilliwack 
                    7388 Vedder Road 
Suite 102 
                    Chilliwack, British Columbia 
                    V2R 4E4 ","
                    Telephone:  604-847-9711 
Fax:  604-847-9744 "
"","Shannon","Stubbs","Lakeland","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/shannon-stubbs(89198)","Lakeland, Alberta
","
                RNNRStanding Committee on Natural Resources
            
    ","shannon.stubbs@parl.gc.ca","http://www.shannonstubbs.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4171
                    Fax: 613-996-9011
                ","
                    Main office -  Two Hills 
                    5009 - 50 Street 
                    Two Hills, Alberta 
                    T0B 4K0 ","
                    Telephone:  780-657-7075 
Fax:  780-657-7079 "
"Hon.","Jenna","Sudds","Kanata—Carleton","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/jenna-sudds(110459)","Kanata—Carleton, Ontario
","Minister of Families, Children and Social Development
","jenna.sudds@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1119
                    Fax: 613-992-1043
                ","
                    Main office -  Kanata 
                    555 Legget Drive 
Suite 121 
                    Kanata, Ontario 
                    K2K 2X3 ","
                    Telephone:  613-592-3469 
Fax:  613-592-4756 "
"Hon.","Filomena","Tassi","Hamilton West—Ancaster—Dundas","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/filomena-tassi(88784)","Hamilton West—Ancaster—Dundas, Ontario
","Minister responsible for the Federal Economic Development Agency for Southern Ontario
","filomena.tassi@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1034
                    Fax: 613-992-1050
                ","
                    Main office -  Hamilton 
                    1686 Main Street West 
Unit 4 
                    Hamilton, Ontario 
                    L8S 0A2 ","
                    Telephone:  905-529-5435 
Fax:  905-529-4123 "
"","Leah","Taylor Roy","Aurora—Oak Ridges—Richmond Hill","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/leah-taylor-roy(105024)","Aurora—Oak Ridges—Richmond Hill, Ontario
","
                AGRIStanding Committee on Agriculture and Agri-Food
            
            
                ENVIStanding Committee on Environment and Sustainable Development
            
            
                SENVSubcommittee on Agenda and Procedure of the Standing Committee on Environment and Sustainable Development
            
    ","leah.taylorroy@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0700
                    Fax: 613-992-0716
                ","
                    Main office -  Richmond Hill 
                    12820 Yonge Street 
Suite 202 
                    Richmond Hill, Ontario 
                    L4E 4H1 ","
                    Telephone:  905-773-8358 
Fax:  905-773-8374 "
"","Luc","Thériault","Montcalm","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/luc-theriault(88552)","Montcalm, Quebec
","
                AMADSpecial Joint Committee on Medical Assistance in Dying
            
            
                HESAStanding Committee on Health
            
    ","luc.theriault@parl.gc.ca","http://luctheriault.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0164
                    Fax: 613-992-5341
                ","
                    Main office -  Mascouche 
                    1095 Montée Masson 
                    Mascouche, Quebec 
                    J7K 2M1 ","
                    Telephone:  1-800-263-5726 
Fax:  450-474-1585 "
"","Alain","Therrien","La Prairie","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/alain-therrien(104783)","La Prairie, Quebec
","House leader of the Bloc Québécois
","Alain.Therrien@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1084
                    Fax: 613-992-1116
                ","
                    Main office -  Delson 
                    66 Road 132 
Suite 200 
                    Delson, Quebec 
                    J5B 0A1 ","
                    Telephone:  450-632-3383 
Fax:  450-632-2033 "
"","Rachael","Thomas","Lethbridge","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/rachael-thomas(89200)","Lethbridge, Alberta
","
                CHPCStanding Committee on Canadian Heritage
            
            
                SCHPSubcommittee on Agenda and Procedure of the Standing Committee on Canadian Heritage
            
    ","rachael.thomas@parl.gc.ca","http://www.rachaelthomas.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4516
                    Fax: 613-992-6181
                ","
                    Main office -  Lethbridge 
                    255 - 8th Street South 
                    Lethbridge, Alberta 
                    T1J 4Y1 ","
                    Telephone:  403-320-0070 
Fax:  403-380-4026 "
"","Joanne","Thompson","St. John's East","Newfoundland and Labrador","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/joanne-thompson(109877)","St. John's East, Newfoundland and Labrador
","
                FINAStanding Committee on Finance
            
    ","joanne.thompson@parl.gc.ca","http://joannethompson.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-7269
                    Fax: 613-992-2178
                ","
                    Main office -  St. John's 
                    120 Torbay Road 
Suite E130 
                    St. John's, Newfoundland and Labrador 
                    A1A 2G8 ","
                    Telephone:  709-772-7171 
Fax:  709-772-7175 "
"","Corey","Tochor","Saskatoon—University","Saskatchewan","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/corey-tochor(84882)","Saskatoon—University, Saskatchewan
","
                SRSRStanding Committee on Science and Research
            
    ","Corey.Tochor@parl.gc.ca","http://coreytochormp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-8052
                    Fax: 613-996-9899
                ","
                    Main office -  Saskatoon 
                    350 - 103rd Street East 
Suite 104 
                    Saskatoon, Saskatchewan 
                    S7N 1Z1 ","
                    Telephone:  306-975-6133 
Fax:  306-975-6670 "
"","Fraser","Tolmie","Moose Jaw—Lake Centre—Lanigan","Saskatchewan","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/fraser-tolmie(110800)","Moose Jaw—Lake Centre—Lanigan, Saskatchewan
","
                ACVAStanding Committee on Veterans Affairs
            
    ","fraser.tolmie@parl.gc.ca","http://frasertolmiemp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4573
                    Fax: 613-996-6885
                ","
                    Main office -  Moose Jaw 
                    54 Stadacona Street W. 
Suite 1 
                    Moose Jaw, Saskatchewan 
                    S6H 1Z1 ","
                    Telephone:  306-691-3577 
Fax:  306-691-3579 "
"Right Hon.","Justin","Trudeau","Papineau","Quebec","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/justin-trudeau(58733)","Papineau, Quebec
","Prime Minister
                        Leader of the Liberal Party
","justin.trudeau@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-4211
                    Fax: 613-947-0310
                ","
                    Main office -  Montréal 
                    1100 Crémazie East
 
Suite 220 
                    Montréal, Quebec 
                    H2P 2X2 ","
                    Telephone:  514-277-6020 
Fax:  514-277-3454 "
"","Denis","Trudel","Longueuil—Saint-Hubert","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/denis-trudel(88530)","Longueuil—Saint-Hubert, Quebec
","
                            CAFRCanada-France Inter-Parliamentary Association
                        
                ","Denis.Trudel@parl.gc.ca","http://denistrudel.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-8514
                    Fax: 613-992-2744
                ","
                    Main office -  Longueuil 
                    192 Saint-Jean Street 
Suite 200 
                    Longueuil, Quebec 
                    J4H 2X5 ","
                    Telephone:  450-928-4288 
Fax:  450-928-4293 "
"","Ryan","Turnbull","Whitby","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/ryan-turnbull(105480)","Whitby, Ontario
","Parliamentary Secretary to the Minister of Innovation, Science and Industry
","Ryan.Turnbull@parl.gc.ca","http://www.ryanturnbullmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-6344
                    Fax: 613-992-8320
                ","
                    Main office -  Whitby 
                    400 Dundas Street West 
Suite 105-106 
                    Whitby, Ontario 
                    L1N 2M7 ","
                    Telephone:  905-665-8182 
Fax:  905-665-8124 "
"Hon.","Tim","Uppal","Edmonton Mill Woods","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/tim-uppal(30645)","Edmonton Mill Woods, Alberta
","Parliamentary Secretary to the Minister of Innovation, Science and Industry
","Tim.Uppal@parl.gc.ca","http://timuppal.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1013
                    Fax: 613-992-1026
                ","
                    Main office -  Edmonton 
                    9225 - 28th Avenue 
                    Edmonton, Alberta 
                    T6N 1N1 ","
                    Telephone:  780-497-3524 
Fax:  780-497-3511 "
"Hon.","Rechie","Valdez","Mississauga—Streetsville","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/rechie-valdez(110538)","Mississauga—Streetsville, Ontario
","Minister of Small Business
","rechie.valdez@parl.gc.ca","http://rechievaldez.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-943-1762
                    Fax: 613-943-1768
                ","
                    Main office -  Mississauga 
                    8 Maiden Lane 
Units A and B 
                    Mississauga, Ontario 
                    L5M 1W8 ","
                    Telephone:  905-812-1811 
Fax:  905-812-8464 "
"","Tony","Van Bynen","Newmarket—Aurora","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/tony-van-bynen(105270)","Newmarket—Aurora, Ontario
","
                INDUStanding Committee on Industry and Technology
            
            
                HUMAStanding Committee on Human Resources, Skills and Social Development and the Status of Persons with Disabilities
            
    ","Tony.VanBynen@parl.gc.ca","http://www.vanbynen.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-9310
                    Fax: 613-992-9407
                ","
                    Main office -  Newmarket 
                    16600 Bayview Avenue 
Suite 202 
                    Newmarket, Ontario 
                    L3X 1Z9 ","
                    Telephone:  905-953-7515 
Fax:  905-953-7527 "
"","Adam","van Koeverden","Milton","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/adam-van-koeverden(105242)","Milton, Ontario
","Parliamentary Secretary to the Minister of Environment and Climate Change and to the Minister of Sport and Physical Activity
","Adam.vanKoeverden@parl.gc.ca","http://www.adamvankoeverdenmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-7046
                    Fax: 613-992-0851
                ","
                    Main office -  Milton 
                    16 Hugh Street 
                    Milton, Ontario 
                    L9T 2C6 ","
                    Telephone:  905-693-0166 
Fax:  905-693-0704 "
"","Tako","Van Popta","Langley—Aldergrove","British Columbia","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/tako-van-popta(105811)","Langley—Aldergrove, British Columbia
","
                JUSTStanding Committee on Justice and Human Rights
            
    ","Tako.VanPopta@parl.gc.ca","http://www.takovanpoptamp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1157
                    Fax: 613-943-1823
                ","
                    Main office -  Langley 
                    4769 - 222nd Street 
Suite 104 
                    Langley, British Columbia 
                    V2Z 3C1 ","
                    Telephone:  604-534-5955 
Fax:  604-534-5970 "
"Hon.","Dan","Vandal","Saint Boniface—Saint Vital","Manitoba","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/dan-vandal(89045)","Saint Boniface—Saint Vital, Manitoba
","Minister responsible for Prairies Economic Development Canada
                        Minister responsible for the Canadian Northern Economic Development Agency
                        Minister of Northern Affairs
","dan.vandal@parl.gc.ca","http://danvandal.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-0579
                    Fax: 613-996-7571
                ","
                    Main office -  Winnipeg 
                    213 St.Mary's Road 
Suite 4 
                    Winnipeg, Manitoba 
                    R2H 1J2 ","
                    Telephone:  204-983-3183 
Fax:  204-983-4274 "
"","Anita","Vandenbeld","Ottawa West—Nepean","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/anita-vandenbeld(71738)","Ottawa West—Nepean, Ontario
","Parliamentary Secretary to the Minister of International Development
","anita.vandenbeld@parl.gc.ca","http://www.anitamp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-0984
                    Fax: 613-996-9880
                ","
                    Main office -  Ottawa 
                    1315 Richmond road 
                    Ottawa, Ontario 
                    K2B 7Y4 ","
                    Telephone:  613-990-7720 
Fax:  613-993-6501 "
"","Karen","Vecchio","Elgin—Middlesex—London","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/karen-vecchio(88742)","Elgin—Middlesex—London, Ontario
","
                FEWOStanding Committee on the Status of Women
            
            
                SFEWSubcommittee on Agenda and Procedure of the Standing Committee on the Status of Women
            
    ","Karen.Vecchio@parl.gc.ca","http://www.karenvecchiomp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-990-7769
                    Fax: 613-996-0194
                ","
                    Main office -  St. Thomas 
                    750 Talbot Street 
Suite 215 
                    St. Thomas, Ontario 
                    N5P 1E2 ","
                    Telephone:  519-637-2255 
Fax:  519-637-3358 "
"","Gary","Vidal","Desnethé—Missinippi—Churchill River","Saskatchewan","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/gary-vidal(105562)","Desnethé—Missinippi—Churchill River, Saskatchewan
","
                INANStanding Committee on Indigenous and Northern Affairs
            
    ","Gary.Vidal@parl.gc.ca","http://garyvidal.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-8321
                    Fax: 613-995-7697
                ","
                    Main office -  Meadow Lake 
                    201 2nd Street West 
Unit 13 
                    Meadow Lake, Saskatchewan 
                    S9X 1C7 ","
                    Telephone:  844-365-9664 "
